,date,name,budget,domesticgross,worldwidegross
1057,4/5/2013,Eddie: The Sleepwalking Cannibal,"$1,400,000","$1,632","$1,632"
1058,12/31/2014,Kurmanjan datka,"$1,400,000",$0,$0
1059,12/31/2015,One Shot,"$1,400,000",$0,$0
1060,12/31/2014,House at the End of the Drive,"$1,400,000",$0,$0
1061,1/30/2015,Above and Beyond,"$1,300,000","$288,751","$288,751"
1062,6/13/2014,Los insolitos peces gato,"$1,300,000","$11,278","$16,653"
1063,6/26/2015,The Algerian,"$1,300,000",$0,$0
1064,4/19/2013,Filly Brown,"$1,250,000","$2,850,357","$2,940,411"
1065,1/13/2015,Da Sweet Blood of Jesus,"$1,250,000",$0,$0
1066,4/19/2013,Home Run,"$1,200,000","$2,859,955","$2,859,955"
1067,8/28/2015,Que Horas Ela Volta?,"$1,200,000","$376,976","$3,056,292"
1068,6/23/2017,Blood Feast,"$1,200,000","$8,708","$8,708"
1069,9/18/2015,La navaja de Don Juan,"$1,200,000","$4,254","$4,254"
1070,9/9/2014,Cotton Comes to Harlem,"$1,200,000",$0,$0
1071,2/3/2015,Bleeding Hearts,"$1,200,000",$0,$0
1072,12/31/2013,The Wicked Within,"$1,200,000",$0,$0
1073,3/21/2014,Godâs Not Dead,"$1,150,000","$60,755,732","$63,777,092"
1074,11/21/2014,The Sleepwalker,"$1,100,000","$2,636","$2,636"
1075,3/7/2017,Departure,"$1,100,000",$0,"$27,561"
1076,4/7/2015,Silent Running,"$1,100,000",$0,$0
1077,12/31/2013,The Vatican Exorcisms,"$1,100,000",$0,$0
1078,4/17/2015,Unfriended,"$1,000,000","$32,789,645","$62,869,004"
1079,8/23/2013,You're Next,"$1,000,000","$18,494,006","$26,887,177"
1080,9/25/2015,The Green Inferno,"$1,000,000","$7,192,291","$12,931,569"
1081,9/12/2014,The Skeleton Twins,"$1,000,000","$5,284,309","$5,797,192"
1082,6/14/2013,20 Feet From Stardom,"$1,000,000","$4,946,250","$5,892,466"
1083,7/28/2017,An Inconvenient Sequel,"$1,000,000","$3,496,795","$4,062,957"
1084,6/6/2014,Obvious Child,"$1,000,000","$3,122,616","$3,324,070"
1085,8/18/2017,Patti Cake$,"$1,000,000","$800,148","$1,471,090"
1086,5/9/2014,Palo Alto,"$1,000,000","$767,732","$1,156,309"
1087,10/24/2014,23 Blast,"$1,000,000","$549,185","$549,185"
1088,7/19/2013,The Act of Killing,"$1,000,000","$486,919","$501,289"
1089,7/18/2014,I Origins,"$1,000,000","$336,472","$852,399"
1090,11/28/2014,Antarctica: A Year on Ice,"$1,000,000","$288,757","$288,757"
1091,4/8/2016,The Invitation,"$1,000,000","$231,738","$354,836"
1092,7/31/2015,Beyond the Brick: A LEGO Brickumentary,"$1,000,000","$101,531","$101,531"
1093,3/11/2016,Creative Control,"$1,000,000","$63,014","$63,014"
1094,2/13/2015,Hits,"$1,000,000","$15,156","$15,156"
1095,10/17/2014,Camp X-Ray,"$1,000,000","$9,837","$9,837"
1096,4/10/2015,The Sisterhood of Night,"$1,000,000","$6,870","$6,870"
1097,5/15/2015,Childless,"$1,000,000","$1,036","$1,036"
1098,12/31/2013,Heli,"$1,000,000",$0,"$552,614"
1099,12/31/2015,Karachi se Lahore,"$1,000,000",$0,"$17,721"
1100,12/11/2015,American Hero,"$1,000,000",$0,$26
1101,5/14/2013,Black Rock,"$1,000,000",$0,$0
1102,1/7/2014,Hidden Away,"$1,000,000",$0,$0
1103,10/4/2013,My Last Day Without You,"$1,000,000",$0,$0
1104,10/8/2013,Zombie Hunter,"$1,000,000",$0,$0
1105,12/31/2014,Doc Holliday's Revenge,"$1,000,000",$0,$0
1106,6/24/2014,A Fine Step,"$1,000,000",$0,$0
1107,2/10/2015,Fear Clinic,"$1,000,000",$0,$0
1108,3/10/2015,The Pet,"$1,000,000",$0,$0
1109,12/31/2014,Bang Bang Baby,"$1,000,000",$0,$0
1110,3/1/2016,1982,"$1,000,000",$0,$0
1111,10/27/2015,The Horror Network,"$1,000,000",$0,$0
1112,12/31/2016,Chemical Cut,"$1,000,000",$0,$0
1113,12/22/2015,Por amor en el caserio,"$1,000,000",$0,$0
1114,1/10/2014,Banshee Chapter,"$950,000",$0,"$78,122"
1115,8/12/2014,Jesse,"$950,000",$0,$0
1116,3/3/2015,Ask Me Anything,"$950,000",$0,$0
1117,11/21/2014,Food Chains,"$913,000",$0,$0
1118,7/12/2013,Fruitvale Station,"$900,000","$16,098,998","$17,549,645"
1119,4/1/2016,Meet the Blacks,"$900,000","$9,097,072","$9,097,072"
1120,4/5/2013,The Brass Teapot,"$900,000","$6,997","$413,733"
1121,12/31/2014,40 Weeks,"$900,000",$0,$0
1122,5/5/2015,Le bonheur d'Elza,"$900,000",$0,$0
1123,8/28/2015,Windsor Drive,"$850,000","$3,256","$3,256"
1124,9/19/2014,Not Cool,"$800,000","$35,688","$35,688"
1125,1/9/2015,Vessel,"$800,000",$0,$0
1126,8/29/2014,Il conformista,"$750,000","$59,656","$59,656"
1127,10/11/2013,All the Boys Love Mandy Lane,"$750,000",$0,"$1,960,521"
1128,12/31/2014,Destiny,"$750,000",$0,$450
1129,1/5/2016,Adulterers,"$750,000",$0,$0
1130,3/13/2015,Walter,"$700,000",$0,$0
1131,10/11/2013,Escape from Tomorrow,"$650,000","$171,962","$171,962"
1132,12/31/2014,The Hadza: Last of the First,"$650,000",$0,$0
1133,12/31/2013,Treachery,"$625,000",$0,$0
1134,5/2/2014,Water & Power,"$600,000","$42,557","$42,557"
1135,5/22/2015,Drunk Wedding,"$600,000","$3,301","$3,301"
1136,3/4/2016,They Will Have to Kill Us First,"$600,000",$0,"$7,943"
1137,8/8/2014,The Maid's Room,"$600,000",$0,$0
1138,12/31/2014,Light from the Darkroom,"$600,000",$0,$0
1139,2/24/2015,Irreplaceable,"$600,000",$0,$0
1140,12/31/2015,Julija in alfa Romeo,"$560,000",$0,"$8,462"
1141,9/12/2014,Faith Connections,"$550,000","$9,111","$9,111"
1142,8/23/2013,Drinking Buddies,"$500,000","$343,706","$407,100"
1143,4/17/2013,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,"$500,000","$152,449","$152,449"
1144,12/11/2015,O Menino e o Mundo,"$500,000","$129,479","$270,394"
1145,9/10/2014,Born to Fly: Elizabeth Streb vs. Gravity,"$500,000","$1,822","$1,822"
1146,6/28/2013,Detention of the Dead,"$500,000","$1,778","$1,778"
1147,1/8/2013,Now is Good,"$500,000",$0,"$2,141,436"
1148,12/31/2014,America Is Still The Place,"$500,000",$0,$0
1149,7/24/2015,The Outrageous Sophie Tucker,"$500,000",$0,$0
1150,3/10/2015,Subconscious,"$500,000",$0,$0
1151,4/14/2015,Roadside,"$500,000",$0,$0
1152,12/31/2014,Diamond Rufff,"$500,000",$0,$0
1153,2/10/2015,Love in the Time of Monsters,"$500,000",$0,$0
1154,12/31/2014,Fight to the Finish,"$500,000",$0,$0
1155,12/31/2013,Bucky and the Squirrels,"$500,000",$0,$0
1156,6/23/2015,Crossroads,"$500,000",$0,$0
1157,8/11/2015,Alleluia! The Devil's Carnival,"$500,000",$0,$0
1158,12/1/2015,Brooklyn Bizarre,"$500,000",$0,$0
1159,12/31/2016,Crabs!,"$500,000",$0,$0
1160,12/31/2014,The Sound and the Shadow,"$500,000",$0,$0
1161,12/31/2015,Rodeo Girl,"$500,000",$0,$0
1162,11/10/2015,The Little Ponderosa Zoo,"$500,000",$0,$0
1163,11/20/2015,Siakh lokhamim: ha'slilim ha'gnouzim,"$450,000","$41,260","$42,503"
1164,7/11/2014,As It Is in Heaven,"$450,000","$13,486","$13,486"
1165,7/1/2014,Mutual Friends,"$450,000",$0,$0
1166,12/31/2014,Rise Of the Entrepreneur - The Search For A Better Way,"$450,000",$0,$0
1167,4/25/2014,Blue Ruin,"$420,000","$258,384","$435,168"
1168,3/31/2015,Viskningar och rop,"$400,000",$0,"$9,400"
1169,12/31/2014,Pancakes,"$400,000",$0,$0
1170,10/20/2015,Rotor DR1,"$350,000",$0,$0
1171,3/28/2014,Locker 13,"$300,000","$3,496","$3,496"
1172,10/23/2015,The Looking Glass,"$300,000","$1,711","$1,711"
1173,8/7/2013,Midnight Cabaret,"$300,000",$0,$0
1174,10/31/2014,All You Need Is Love,"$300,000",$0,$0
1175,3/10/2015,Teeth and Blood,"$300,000",$0,$0
1176,12/31/2015,Walking to Paris,"$300,000",$0,$0
1177,12/8/2015,Amidst the Devil's Wings,"$300,000",$0,$0
1178,4/28/2017,Sleight,"$250,000","$3,930,990","$3,934,450"
1179,8/2/2013,The Canyons,"$250,000","$59,671","$62,375"
1180,6/6/2014,Test,"$250,000","$18,823","$18,823"
1181,8/15/2014,Night Lights,"$250,000","$12,848","$12,848"
1182,3/24/2015,Along the Roadside,"$250,000",$0,"$3,234"
1183,4/11/2014,Jesus People,"$250,000",$0,$0
1184,2/3/2015,UnDivided,"$250,000",$0,$0
1185,12/31/2014,Horse Camp,"$250,000",$0,$0
1186,2/24/2015,Give Me Shelter,"$250,000",$0,$0
1187,12/31/2015,Shooting the Warwicks,"$250,000",$0,$0
1188,8/18/2015,The Love Letter,"$250,000",$0,$0
1189,10/9/2015,Western Religion,"$250,000",$0,$0
1190,12/31/2015,4/11,"$250,000",$0,$0
1191,6/19/2015,The Overnight,"$200,000","$1,109,808","$1,165,996"
1192,3/14/2014,The Word,"$200,000","$3,648","$3,648"
1193,9/12/2014,Archaeology of a Woman,"$200,000",$0,$0
1194,8/26/2014,Sanctuary; Quite a Conundrum,"$200,000",$0,$0
1195,9/29/2015,Theresa Is a Mother,"$200,000",$0,$0
1196,11/10/2015,Perfect Cowboy,"$200,000",$0,$0
1197,12/31/2014,H.,"$200,000",$0,$0
1198,2/27/2015,Butterfly Girl,"$180,000","$17,503","$17,503"
1199,6/16/2017,Arrowhead,"$180,000",$0,$0
1200,8/23/2013,Sparrows Dance,"$175,000","$2,602","$2,602"
1201,9/4/2015,Heroes of Dirt,"$175,000",$0,$0
1202,6/3/2016,The Fits,"$170,000","$166,425","$169,242"
1203,12/31/2015,Lumea e a mea,"$168,000",$0,"$29,827"
1204,4/17/2015,Antarctic Edge: 70Âº South,"$150,000","$7,193","$7,193"
1205,8/21/2015,Top Spin,"$150,000","$5,858","$5,858"
1206,12/31/2013,Speak No Evil,"$150,000",$0,"$32,927"
1207,5/3/2013,Aroused,"$150,000",$0,$0
1208,12/31/2015,Escaping the Holocost,"$150,000",$0,$0
1209,7/18/2014,An American in Hollywood,"$125,000",$0,$0
1210,8/11/2015,The Brain That Sings,"$125,000",$0,$0
1211,12/31/2015,Romantic Schemer,"$125,000",$0,$0
1212,5/24/2016,Une Femme MariÃ©e,"$120,000",$0,$0
1213,7/10/2015,The Gallows,"$100,000","$22,764,410","$41,753,881"
1214,3/21/2014,Cheap Thrills,"$100,000","$59,424","$59,424"
1215,6/19/2014,The Past is a Grotesque Animal,"$100,000","$20,056","$20,056"
1216,12/31/2014,"Dude, Where's My Dog","$100,000",$0,$0
1217,12/31/2013,Echo Dr.,"$100,000",$0,$0
1218,3/17/2015,Closure,"$100,000",$0,$0
1219,12/31/2015,Lunchtime Heroes,"$100,000",$0,$0
1220,3/25/2015,Open Secret,"$100,000",$0,$0
1221,11/10/2015,The Night Visitor,"$100,000",$0,$0
1222,7/7/2015,Tiger Orange,"$100,000",$0,$0
1223,7/17/2015,Dawn of the Crescent Moon,"$75,000","$8,799","$8,799"
1224,9/29/2015,Queen Crab,"$75,000",$0,$0
1225,7/25/2014,Happy Christmas,"$70,000","$30,312","$30,312"
1226,1/25/2013,Supporting Characters,"$60,000","$4,917","$4,917"
1227,12/22/2015,The Brain That Wouldn't Die,"$60,000",$0,$0
1228,10/4/2013,The Dirties,"$55,000",$0,$0
1229,7/31/2015,Counting,"$50,000","$8,374","$8,374"
1230,8/4/2015,Bending Steel,"$50,000",$0,$0
1231,9/1/2015,"Run, Hide, Die","$50,000",$0,$0
1232,12/31/2014,The Image Revolution,"$50,000",$0,$0
1233,10/25/2013,A True Story,"$45,000",$0,$0
1234,6/21/2013,This Is Martin Bonner,"$42,000",$0,$0
1235,10/25/2013,Her Cry: La Llorona Investigation,"$35,000",$0,$0
1236,12/31/2014,Happy 40th,"$35,000",$0,$0
1237,12/31/2013,Paraphobia,"$30,000",$0,$0
1238,1/27/2017,Emily,"$27,000","$3,547","$3,547"
